query-id	corpus-id	score
genQ2529	29427-0	1
genQ2530	29464-0	1
genQ2531	29759-0	1
genQ2532	29759-1	1
genQ2533	29759-2	1
genQ2534	29759-3	1
genQ2535	29759-4	1
genQ2536	29759-5	1
genQ2537	29759-6	1
genQ2538	29759-7	1
genQ2539	29759-8	1
genQ2540	29759-9	1
genQ2541	29759-10	1
genQ2542	29759-11	1
genQ2543	29759-12	1
genQ2544	29759-13	1
genQ2545	29767-0	1
genQ2546	29767-1	1
genQ2547	29767-2	1
genQ2548	29871-0	1
genQ2549	29871-1	1
genQ2550	29881-0	1
genQ2551	29940-0	1
genQ2552	29943-0	1
genQ2553	29951-0	1
genQ2554	29951-1	1
genQ2555	29951-2	1
genQ2556	29951-3	1
genQ2557	29978-0	1
genQ2558	29978-1	1
genQ2559	29990-0	1
genQ2560	29990-1	1
genQ2561	29990-2	1
genQ2562	29990-3	1
genQ2563	29990-4	1
genQ2564	30000-0	1
genQ2565	30000-1	1
genQ2566	30010-0	1
genQ2567	30010-1	1
genQ2568	30010-2	1
genQ2569	30010-3	1
genQ2570	30029-0	1
genQ2571	30062-0	1
genQ2572	30152-0	1
genQ2573	30167-0	1
genQ2574	30167-1	1
genQ2575	30199-0	1
genQ2576	30202-0	1
genQ2577	30202-1	1
genQ2578	30210-0	1
genQ2579	30220-0	1
genQ2580	30229-0	1
genQ2581	30234-0	1
genQ2582	30238-0	1
genQ2583	30245-0	1
genQ2584	30260-0	1
genQ2585	30260-1	1
genQ2586	30278-0	1
genQ2587	30289-0	1
genQ2588	30305-0	1
genQ2589	30323-0	1
genQ2590	30327-0	1
genQ2591	30373-0	1
genQ2592	30394-0	1
genQ2593	30397-0	1
genQ2594	30406-0	1
genQ2595	30407-0	1
genQ2596	30462-0	1
genQ2597	30462-1	1
genQ2598	30462-2	1
genQ2599	30462-3	1
genQ2600	30462-4	1
genQ2601	30462-5	1
genQ2602	30462-6	1
genQ2603	30481-0	1
genQ2604	30481-1	1
genQ2605	30481-2	1
genQ2606	30483-0	1
genQ2607	30507-0	1
genQ2608	30545-0	1
genQ2609	30545-1	1
genQ2610	30545-2	1
genQ2611	30576-0	1
genQ2612	30576-1	1
genQ2613	30576-2	1
genQ2614	30576-3	1
genQ2615	30576-4	1
genQ2616	30576-5	1
genQ2617	30579-0	1
genQ2618	30581-0	1
genQ2619	30584-0	1
genQ2620	30620-0	1
genQ2621	30637-0	1
genQ2622	30650-0	1
genQ2623	30652-0	1
genQ2624	30658-0	1
genQ2625	30658-1	1
genQ2626	30658-2	1
genQ2627	30670-0	1
genQ2628	30724-0	1
genQ2629	30726-0	1
genQ2630	30729-0	1
genQ2631	30732-0	1
genQ2632	30732-1	1
genQ2633	30732-2	1
genQ2634	30733-0	1
genQ2635	30733-1	1
genQ2636	30733-2	1
genQ2637	30735-0	1
genQ2638	30749-0	1
genQ2639	30749-1	1
genQ2640	30749-2	1
genQ2641	30749-3	1
genQ2642	30749-4	1
genQ2643	30749-5	1
genQ2644	30749-6	1
genQ2645	30754-0	1
genQ2646	30758-0	1
genQ2647	30758-1	1
genQ2648	30822-0	1
genQ2649	30824-0	1
genQ2650	30831-0	1
genQ2651	30949-0	1
genQ2652	30954-0	1
genQ2653	31003-0	1
genQ2654	31004-0	1
genQ2655	31005-0	1
genQ2656	31006-0	1
genQ2657	31007-0	1
genQ2658	31009-0	1
genQ2659	31013-0	1
genQ2660	31020-0	1
genQ2661	31160-0	1
genQ2662	31177-0	1
genQ2663	31178-0	1
genQ2664	31179-0	1
genQ2665	31180-0	1
genQ2666	31181-0	1
genQ2667	31182-0	1
genQ2668	31183-0	1
genQ2669	31184-0	1
genQ2670	31185-0	1
genQ2671	31186-0	1
genQ2672	31190-0	1
genQ2673	31191-0	1
genQ2674	31192-0	1
genQ2675	31193-0	1
genQ2676	31194-0	1
genQ2677	31217-0	1
genQ2678	31220-0	1
genQ2679	31221-0	1
genQ2680	31222-0	1
genQ2681	31223-0	1
genQ2682	31225-0	1
genQ2683	31226-0	1
genQ2684	31227-0	1
genQ2685	31232-0	1
genQ2686	31232-1	1
genQ2687	31233-0	1
genQ2688	31262-0	1
genQ2689	31262-1	1
genQ2690	31262-2	1
genQ2691	31262-3	1
genQ2692	31262-4	1
genQ2693	31263-0	1
genQ2694	31263-1	1
genQ2695	31263-2	1
genQ2696	31263-3	1
genQ2697	31264-0	1
genQ2698	31264-1	1
genQ2699	31265-0	1
genQ2700	31271-0	1
genQ2701	31271-1	1
genQ2702	31271-2	1
genQ2703	31271-3	1
genQ2704	31271-4	1
genQ2705	31271-5	1
genQ2706	31276-0	1
genQ2707	31277-0	1
genQ2708	31278-0	1
genQ2709	31279-0	1
genQ2710	31280-0	1
genQ2711	31281-0	1
genQ2712	31283-0	1
genQ2713	31285-0	1
genQ2714	31290-0	1
genQ2715	31292-0	1
genQ2716	31294-0	1
genQ2717	31301-0	1
genQ2718	31301-1	1
genQ2719	31303-0	1
genQ2720	31304-0	1
genQ2721	31306-0	1
genQ2722	31421-0	1
genQ2723	31436-0	1
genQ2724	31448-0	1
genQ2725	31451-0	1
genQ2726	31451-1	1
genQ2727	31451-2	1
genQ2728	31451-3	1
genQ2729	31451-4	1
genQ2730	31451-5	1
genQ2731	31451-6	1
genQ2732	31451-7	1
genQ2733	31452-0	1
genQ2734	31452-1	1
genQ2735	31452-2	1
genQ2736	31452-3	1
genQ2737	31453-0	1
genQ2738	31453-1	1
genQ2739	31453-2	1
genQ2740	31453-3	1
genQ2741	31453-4	1
genQ2742	31470-0	1
genQ2743	31470-1	1
genQ2744	31470-2	1
genQ2745	31479-0	1
genQ2746	31479-1	1
genQ2747	31479-2	1
genQ2748	31479-3	1
genQ2749	31479-4	1
genQ2750	31479-5	1
genQ2751	31485-0	1
genQ2752	31501-0	1
genQ2753	31521-0	1
genQ2754	31521-1	1
genQ2755	31521-2	1
genQ2756	31521-3	1
genQ2757	31523-0	1
genQ2758	31530-0	1
genQ2759	31532-0	1
genQ2760	31534-0	1
genQ2761	31536-0	1
genQ2762	31543-0	1
genQ2763	31544-0	1
genQ2764	31545-0	1
genQ2765	31556-0	1
genQ2766	31560-0	1
genQ2767	31561-0	1
genQ2768	31563-0	1
genQ2769	31565-0	1
genQ2770	31566-0	1
genQ2771	31567-0	1
genQ2772	31568-0	1
genQ2773	31569-0	1
genQ2774	31570-0	1
genQ2775	31571-0	1
genQ2776	31573-0	1
genQ2777	31574-0	1
genQ2778	31575-0	1
genQ2779	31576-0	1
genQ2780	31577-0	1
genQ2781	31578-0	1
genQ2782	31579-0	1
genQ2783	31580-0	1
genQ2784	31591-0	1
genQ2785	31591-1	1
genQ2786	31591-2	1
genQ2787	31591-3	1
genQ2788	31594-0	1
genQ2789	31595-0	1
genQ2790	31598-0	1
genQ2791	31600-0	1
genQ2792	31601-0	1
genQ2793	31612-0	1
genQ2794	31612-1	1
genQ2795	31612-2	1
genQ2796	31614-0	1
genQ2797	31627-0	1
genQ2798	31627-1	1
genQ2799	31631-0	1
genQ2800	31633-0	1
genQ2801	31634-0	1
genQ2802	31635-0	1
genQ2803	31636-0	1
genQ2804	31639-0	1
genQ2805	31644-0	1
genQ2806	31648-0	1
genQ2807	31649-0	1
genQ2808	31651-0	1
genQ2809	31653-0	1
genQ2810	31654-0	1
genQ2811	31655-0	1
genQ2812	31657-0	1
genQ2813	31659-0	1
genQ2814	31659-1	1
genQ2815	31659-2	1
genQ2816	31659-3	1
genQ2817	31659-4	1
genQ2818	31661-0	1
genQ2819	31661-1	1
genQ2820	31661-2	1
genQ2821	31661-3	1
genQ2822	31665-0	1
genQ2823	31667-0	1
genQ2824	31668-0	1
genQ2825	31670-0	1
genQ2826	31673-0	1
genQ2827	31674-0	1
genQ2828	31675-0	1
genQ2829	31676-0	1
genQ2830	31677-0	1
genQ2831	31679-0	1
genQ2832	31681-0	1
genQ2833	31682-0	1
genQ2834	31683-0	1
genQ2835	31684-0	1
genQ2836	31685-0	1
genQ2837	31686-0	1
genQ2838	31700-0	1
genQ2839	31701-0	1
genQ2840	31703-0	1
genQ2841	31726-0	1
genQ2842	31726-1	1
genQ2843	31735-0	1
genQ2844	31738-0	1
genQ2845	31740-0	1
genQ2846	31741-0	1
genQ2847	31745-0	1
genQ2848	31751-0	1
genQ2849	31751-1	1
genQ2850	31751-2	1
genQ2851	31751-3	1
genQ2852	31751-4	1
genQ2853	31752-0	1
genQ2854	31756-0	1
genQ2855	31757-0	1
genQ2856	31757-1	1
genQ2857	31757-2	1
genQ2858	31757-3	1
genQ2859	31757-4	1
genQ2860	31757-5	1
genQ2861	31757-6	1
genQ2862	31757-7	1
genQ2863	31757-8	1
genQ2864	31757-9	1
genQ2865	31757-10	1
genQ2866	31757-11	1
genQ2867	31758-0	1
genQ2868	31759-0	1
genQ2869	31766-0	1
genQ2870	31776-0	1
genQ2871	31776-1	1
genQ2872	31788-0	1
genQ2873	31793-0	1
genQ2874	31793-1	1
genQ2875	31798-0	1
genQ2876	31798-1	1
genQ2877	31798-2	1
genQ2878	31809-0	1
genQ2879	31809-1	1
genQ2880	31811-0	1
genQ2881	31811-1	1
genQ2882	31815-0	1
genQ2883	31840-0	1
genQ2884	31840-1	1
genQ2885	31843-0	1
genQ2886	31844-0	1
genQ2887	31846-0	1
genQ2888	31847-0	1
genQ2889	31855-0	1
genQ2890	31867-0	1
genQ2891	31868-0	1
genQ2892	31878-0	1
genQ2893	31879-0	1
genQ2894	31880-0	1
genQ2895	31881-0	1
genQ2896	31882-0	1
genQ2897	31883-0	1
genQ2898	31884-0	1
genQ2899	31885-0	1
genQ2900	31886-0	1
genQ2901	31887-0	1
genQ2902	31888-0	1
genQ2903	31889-0	1
genQ2904	31895-0	1
genQ2905	31896-0	1
genQ2906	31897-0	1
genQ2907	31975-0	1
genQ2908	31976-0	1
genQ2909	31977-0	1
genQ2910	31978-0	1
genQ2911	31979-0	1
genQ2912	31980-0	1
genQ2913	31981-0	1
genQ2914	31983-0	1
genQ2915	31984-0	1
genQ2916	32001-0	1
genQ2917	32010-0	1
genQ2918	32013-0	1
genQ2919	32013-1	1
genQ2920	32013-2	1
genQ2921	32035-0	1
genQ2922	32036-0	1
genQ2923	32037-0	1
genQ2924	32038-0	1
genQ2925	32069-0	1
genQ2926	32078-0	1
genQ2927	32087-0	1
genQ2928	32092-0	1
genQ2929	32099-0	1
genQ2930	32108-0	1
genQ2931	32108-1	1
genQ2932	32137-0	1
genQ2933	32159-0	1
genQ2934	32160-0	1
genQ2935	32164-0	1
genQ2936	32165-0	1
genQ2937	32171-0	1
genQ2938	32175-0	1
genQ2939	32175-1	1
genQ2940	32177-0	1
genQ2941	32178-0	1
genQ2942	32179-0	1
genQ2943	32180-0	1
genQ2944	32181-0	1
genQ2945	32183-0	1
genQ2946	32190-0	1
genQ2947	32191-0	1
genQ2948	32192-0	1
genQ2949	32193-0	1
genQ2950	32194-0	1
genQ2951	32194-1	1
genQ2952	32196-0	1
genQ2953	32197-0	1
genQ2954	32199-0	1
genQ2955	32201-0	1
genQ2956	32202-0	1
genQ2957	32203-0	1
genQ2958	32211-0	1
genQ2959	32211-1	1
genQ2960	32211-2	1
genQ2961	32211-3	1
genQ2962	32211-4	1
genQ2963	32220-0	1
genQ2964	32225-0	1
genQ2965	32225-1	1
genQ2966	32225-2	1
genQ2967	32229-0	1
genQ2968	32229-1	1
genQ2969	32229-2	1
genQ2970	32229-3	1
genQ2971	32233-0	1
genQ2972	32234-0	1
genQ2973	32241-0	1
genQ2974	32242-0	1
genQ2975	32243-0	1
genQ2976	32246-0	1
genQ2977	32271-0	1
genQ2978	32272-0	1
genQ2979	32273-0	1
genQ2980	32274-0	1
genQ2981	32275-0	1
genQ2982	32286-0	1
genQ2983	32297-0	1
genQ2984	32301-0	1
genQ2985	32301-1	1
genQ2986	32301-2	1
genQ2987	32304-0	1
genQ2988	32329-0	1
genQ2989	32334-0	1
genQ2990	32335-0	1
genQ2991	32337-0	1
genQ2992	32352-0	1
genQ2993	32362-0	1
genQ2994	32426-0	1
genQ2995	32428-0	1
genQ2996	32430-0	1
genQ2997	32431-0	1
genQ2998	32434-0	1
genQ2999	32436-0	1
genQ3000	32438-0	1
genQ3001	32441-0	1
genQ3002	32442-0	1
genQ3003	32444-0	1
genQ3004	32446-0	1
genQ3005	32454-0	1
genQ3006	32457-0	1
genQ3007	32460-0	1
genQ3008	32461-0	1
genQ3009	32464-0	1
genQ3010	32466-0	1
genQ3011	32467-0	1
genQ3012	32467-1	1
genQ3013	32468-0	1
genQ3014	32549-0	1
genQ3015	32559-0	1
genQ3016	32563-0	1
genQ3017	32563-1	1
genQ3018	32568-0	1
genQ3019	32568-1	1
genQ3020	32568-2	1
genQ3021	32569-0	1
genQ3022	32578-0	1
genQ3023	32578-1	1
genQ3024	32583-0	1
genQ3025	32584-0	1
genQ3026	32584-1	1
genQ3027	32584-2	1
genQ3028	32585-0	1
genQ3029	32585-1	1
genQ3030	32585-2	1
genQ3031	32586-0	1
genQ3032	32586-1	1
genQ3033	32615-0	1
genQ3034	32688-0	1
genQ3035	32719-0	1
genQ3036	32719-1	1
genQ3037	32719-2	1
genQ3038	32719-3	1
genQ3039	32723-0	1
genQ3040	32723-1	1
genQ3041	32728-0	1
genQ3042	32728-1	1
genQ3043	32801-0	1
genQ3044	32888-0	1
genQ3045	32888-1	1
genQ3046	32888-2	1
genQ3047	32888-3	1
genQ3048	32888-4	1
genQ3049	32888-5	1
genQ3050	32888-6	1
genQ3051	32902-0	1
genQ3052	32902-1	1
genQ3053	32987-0	1
genQ3054	32987-1	1
genQ3055	32987-2	1
genQ3056	32987-3	1
genQ3057	33129-0	1
genQ3058	33129-1	1
genQ3059	33129-2	1
genQ3060	33129-3	1
genQ3061	33153-0	1
genQ3062	33153-1	1
genQ3063	33153-2	1
genQ3064	33153-3	1
genQ3065	33193-0	1
genQ3066	33193-1	1
genQ3067	33193-2	1
genQ3068	33193-3	1
genQ3069	33287-0	1
genQ3070	33287-1	1
genQ3071	33291-0	1
genQ3072	33293-0	1
genQ3073	33381-0	1
genQ3074	33381-1	1
genQ3075	33381-2	1
genQ3076	33381-3	1
genQ3077	33381-4	1
genQ3078	33381-5	1
genQ3079	33381-6	1
genQ3080	33386-0	1
genQ3081	33563-0	1
genQ3082	33573-0	1
genQ3083	33578-0	1
genQ3084	33599-0	1
genQ3085	33602-0	1
genQ3086	33602-1	1
genQ3087	33602-2	1
genQ3088	33602-3	1
genQ3089	33602-4	1
genQ3090	33602-5	1
genQ3091	33602-6	1
genQ3092	33621-0	1
genQ3093	33755-0	1
genQ3094	33755-1	1
genQ3095	33758-0	1
genQ3096	33761-0	1
genQ3097	33761-1	1
genQ3098	33835-0	1
genQ3099	33835-1	1
genQ3100	33877-0	1
genQ3101	33877-1	1
genQ3102	33877-2	1
genQ3103	33899-0	1
genQ3104	33899-1	1
genQ3105	33899-2	1
genQ3106	33899-3	1
genQ3107	33899-4	1
genQ3108	33899-5	1
genQ3109	33935-0	1
genQ3110	33935-1	1
genQ3111	33935-2	1
genQ3112	33935-3	1
genQ3113	33935-4	1
genQ3114	33935-5	1
genQ3115	33935-6	1
genQ3116	33935-7	1
genQ3117	33935-8	1
genQ3118	33935-9	1
genQ3119	33935-10	1
genQ3120	33935-11	1
genQ3121	33935-12	1
genQ3122	33935-13	1
genQ3123	33935-14	1
genQ3124	33935-15	1
genQ3125	33935-16	1
genQ3126	33935-17	1
genQ3127	33935-18	1
genQ3128	33935-19	1
genQ3129	33935-20	1
genQ3130	33935-21	1
genQ3131	33935-22	1
genQ3132	34040-0	1
genQ3133	34040-1	1
genQ3134	34040-2	1
genQ3135	34040-3	1
genQ3136	34040-4	1
genQ3137	34040-5	1
genQ3138	34040-6	1
genQ3139	34040-7	1
genQ3140	34040-8	1
genQ3141	34040-9	1
genQ3142	34049-0	1
genQ3143	34049-1	1
genQ3144	34049-2	1
genQ3145	34049-3	1
genQ3146	34049-4	1
genQ3147	34049-5	1
genQ3148	34049-6	1
genQ3149	34049-7	1
genQ3150	34049-8	1
genQ3151	34049-9	1
genQ3152	34049-10	1
genQ3153	34049-11	1
genQ3154	34049-12	1
genQ3155	34049-13	1
genQ3156	34049-14	1
genQ3157	34049-15	1
genQ3158	34049-16	1
genQ3159	34049-17	1
genQ3160	34062-0	1
genQ3161	34062-1	1
genQ3162	34062-2	1
genQ3163	34062-3	1
genQ3164	34062-4	1
genQ3165	34062-5	1
genQ3166	34062-6	1
genQ3167	34096-0	1
genQ3168	34096-1	1
genQ3169	34096-2	1
genQ3170	34096-3	1
genQ3171	34098-0	1
genQ3172	34098-1	1
genQ3173	34098-2	1
genQ3174	34098-3	1
genQ3175	34098-4	1
genQ3176	34098-5	1
genQ3177	34098-6	1
genQ3178	34098-7	1
genQ3179	34098-8	1
genQ3180	34098-9	1
genQ3181	34098-10	1
genQ3182	34098-11	1
genQ3183	34098-12	1
genQ3184	34098-13	1
genQ3185	34098-14	1
genQ3186	34111-0	1
genQ3187	34111-1	1
genQ3188	34111-2	1
genQ3189	34111-3	1
genQ3190	34120-0	1
genQ3191	34120-1	1
genQ3192	34120-2	1
genQ3193	34120-3	1
genQ3194	34121-0	1
genQ3195	34121-1	1
genQ3196	34121-2	1
genQ3197	34178-0	1
genQ3198	34179-0	1
genQ3199	34202-0	1
genQ3200	34202-1	1
genQ3201	34202-2	1
genQ3202	34202-3	1
genQ3203	34202-4	1
genQ3204	34202-5	1
genQ3205	34202-6	1
genQ3206	34202-7	1
genQ3207	34202-8	1
genQ3208	34206-0	1
genQ3209	34208-0	1
genQ3210	34208-1	1
genQ3211	34243-0	1
genQ3212	34243-1	1
genQ3213	34243-2	1
genQ3214	34243-3	1
genQ3215	34243-4	1
genQ3216	34243-5	1
genQ3217	34261-0	1
genQ3218	34261-1	1
genQ3219	34262-0	1
genQ3220	34262-1	1
genQ3221	34262-2	1
genQ3222	34262-3	1
genQ3223	34280-0	1
genQ3224	34280-1	1
genQ3225	34280-2	1
genQ3226	34291-0	1
genQ3227	34292-0	1
genQ3228	34292-1	1
genQ3229	34292-2	1
genQ3230	34292-3	1
genQ3231	34293-0	1
genQ3232	34293-1	1
genQ3233	34293-2	1
genQ3234	34293-3	1
genQ3235	34307-0	1
genQ3236	34307-1	1
genQ3237	34307-2	1
genQ3238	34307-3	1
genQ3239	34308-0	1
genQ3240	34308-1	1
genQ3241	34308-2	1
genQ3242	34308-3	1
genQ3243	34308-4	1
genQ3244	34308-5	1
genQ3245	34358-0	1
genQ3246	34387-0	1
genQ3247	34387-1	1
genQ3248	34387-2	1
genQ3249	34387-3	1
genQ3250	34389-0	1
genQ3251	34389-1	1
genQ3252	34396-0	1
genQ3253	34445-0	1
genQ3254	34447-0	1
genQ3255	34560-0	1
genQ3256	34564-0	1
genQ3257	34564-1	1
genQ3258	34564-2	1
genQ3259	34564-3	1
genQ3260	34564-4	1
genQ3261	34571-0	1
genQ3262	34571-1	1
genQ3263	34571-2	1
genQ3264	34571-3	1
genQ3265	34587-0	1
genQ3266	34587-1	1
genQ3267	34597-0	1
genQ3268	34597-1	1
genQ3269	34646-0	1
genQ3270	34646-1	1
genQ3271	34646-2	1
genQ3272	34646-3	1
genQ3273	34646-4	1
genQ3274	34646-5	1
genQ3275	34646-6	1
genQ3276	34646-7	1
genQ3277	34646-8	1
genQ3278	34646-9	1
genQ3279	34646-10	1
genQ3280	34646-11	1
genQ3281	34646-12	1
genQ3282	34743-0	1
genQ3283	34746-0	1
genQ3284	34859-0	1
genQ3285	34872-0	1
genQ3286	34872-1	1
genQ3287	34880-0	1
genQ3288	34880-1	1
genQ3289	34881-0	1
genQ3290	34881-1	1
genQ3291	34881-2	1
genQ3292	34921-0	1
genQ3293	34921-1	1
genQ3294	34921-2	1
genQ3295	34921-3	1
genQ3296	34921-4	1
genQ3297	34921-5	1
genQ3298	34931-0	1
genQ3299	34964-0	1
genQ3300	34989-0	1
genQ3301	34989-1	1
genQ3302	34989-2	1
genQ3303	34989-3	1
genQ3304	34989-4	1
genQ3305	34989-5	1
genQ3306	34989-6	1
genQ3307	34989-7	1
genQ3308	35018-0	1
genQ3309	35021-0	1
genQ3310	35021-1	1
genQ3311	35021-2	1
genQ3312	35021-3	1
genQ3313	35022-0	1
genQ3314	35022-1	1
genQ3315	35023-0	1
genQ3316	35023-1	1
genQ3317	35027-0	1
genQ3318	35065-0	1
genQ3319	35073-0	1
genQ3320	35075-0	1
genQ3321	35076-0	1
genQ3322	35077-0	1
genQ3323	35078-0	1
genQ3324	35079-0	1
genQ3325	35140-0	1
genQ3326	35140-1	1
genQ3327	35149-0	1
genQ3328	35149-1	1
genQ3329	35150-0	1
genQ3330	35150-1	1
genQ3331	35150-2	1
genQ3332	35150-3	1
genQ3333	35162-0	1
genQ3334	35164-0	1
genQ3335	35164-1	1
genQ3336	35165-0	1
genQ3337	35165-1	1
genQ3338	35166-0	1
genQ3339	35166-1	1
genQ3340	35206-0	1
genQ3341	35209-0	1
genQ3342	35211-0	1
genQ3343	35212-0	1
genQ3344	35228-0	1
genQ3345	35235-0	1
genQ3346	35235-1	1
genQ3347	35236-0	1
genQ3348	35237-0	1
genQ3349	35240-0	1
genQ3350	35241-0	1
genQ3351	35241-1	1
genQ3352	35242-0	1
genQ3353	35242-1	1
genQ3354	35270-0	1
genQ3355	35288-0	1
genQ3356	35288-1	1
genQ3357	35288-2	1
genQ3358	35288-3	1
genQ3359	35290-0	1
genQ3360	35290-1	1
genQ3361	35290-2	1
genQ3362	35290-3	1
genQ3363	35293-0	1
genQ3364	35293-1	1
genQ3365	35293-2	1
genQ3366	35293-3	1
genQ3367	35296-0	1
genQ3368	35296-1	1
genQ3369	35296-2	1
genQ3370	35300-0	1
genQ3371	35300-1	1
genQ3372	35300-2	1
genQ3373	35300-3	1
genQ3374	35302-0	1
genQ3375	35302-1	1
genQ3376	35304-0	1
genQ3377	35304-1	1
genQ3378	35319-0	1
genQ3379	35342-0	1
genQ3380	35342-1	1
genQ3381	35342-2	1
genQ3382	35342-3	1
genQ3383	35342-4	1
genQ3384	35342-5	1
genQ3385	35342-6	1
genQ3386	35342-7	1
genQ3387	35342-8	1
genQ3388	35407-0	1
genQ3389	35407-1	1
genQ3390	35407-2	1
genQ3391	35411-0	1
genQ3392	35415-0	1
genQ3393	35427-0	1
genQ3394	35429-0	1
genQ3395	35431-0	1
genQ3396	35432-0	1
genQ3397	35479-0	1
genQ3398	35479-1	1
genQ3399	35481-0	1
genQ3400	35481-1	1
genQ3401	35481-2	1
genQ3402	35481-3	1
genQ3403	35509-0	1
genQ3404	35509-1	1
genQ3405	35523-0	1
genQ3406	35524-0	1
genQ3407	35541-0	1
genQ3408	35541-1	1
genQ3409	35542-0	1
genQ3410	35542-1	1
genQ3411	35543-0	1
genQ3412	35543-1	1
genQ3413	35544-0	1
genQ3414	35544-1	1
genQ3415	35545-0	1
genQ3416	35545-1	1
genQ3417	35555-0	1
genQ3418	35589-0	1
genQ3419	35589-1	1
genQ3420	35597-0	1
genQ3421	35598-0	1
genQ3422	35607-0	1
genQ3423	35607-1	1
genQ3424	35607-2	1
genQ3425	35607-3	1
genQ3426	35607-4	1
genQ3427	35609-0	1
genQ3428	35609-1	1
genQ3429	35609-2	1
genQ3430	35609-3	1
genQ3431	35610-0	1
genQ3432	35610-1	1
genQ3433	35610-2	1
genQ3434	35610-3	1
genQ3435	35611-0	1
genQ3436	35611-1	1
genQ3437	35611-2	1
genQ3438	35611-3	1
genQ3439	35613-0	1
genQ3440	35613-1	1
genQ3441	35614-0	1
genQ3442	35615-0	1
genQ3443	35639-0	1
genQ3444	35639-1	1
genQ3445	35639-2	1
genQ3446	35639-3	1
genQ3447	35639-4	1
genQ3448	35640-0	1
genQ3449	35640-1	1
genQ3450	35640-2	1
genQ3451	35659-0	1
genQ3452	35659-1	1
genQ3453	35659-2	1
genQ3454	35659-3	1
genQ3455	35659-4	1
genQ3456	35659-5	1
genQ3457	35659-6	1
genQ3458	35659-7	1
genQ3459	35661-0	1
genQ3460	35661-1	1
genQ3461	35661-2	1
genQ3462	35661-3	1
genQ3463	35662-0	1
genQ3464	35674-0	1
genQ3465	35674-1	1
genQ3466	35682-0	1
genQ3467	35682-1	1
genQ3468	35682-2	1
genQ3469	35682-3	1
genQ3470	35682-4	1
genQ3471	35718-0	1
genQ3472	35719-0	1
genQ3473	35720-0	1
genQ3474	35721-0	1
genQ3475	35723-0	1
genQ3476	35723-1	1
genQ3477	35723-2	1
genQ3478	35727-0	1
genQ3479	35728-0	1
genQ3480	35729-0	1
genQ3481	35730-0	1
genQ3482	35731-0	1
genQ3483	35732-0	1
genQ3484	35733-0	1
genQ3485	35745-0	1
genQ3486	35745-1	1
genQ3487	35745-2	1
genQ3488	35745-3	1
genQ3489	35745-4	1
genQ3490	35746-0	1
genQ3491	35747-0	1
genQ3492	35789-0	1
genQ3493	35789-1	1
genQ3494	35790-0	1
genQ3495	35790-1	1
genQ3496	35791-0	1
genQ3497	35791-1	1
genQ3498	35791-2	1
genQ3499	35867-0	1
genQ3500	35867-1	1
genQ3501	35878-0	1
genQ3502	35891-0	1
genQ3503	35908-0	1
genQ3504	35911-0	1
genQ3505	35953-0	1
genQ3506	35958-0	1
genQ3507	35958-1	1
genQ3508	35958-2	1
genQ3509	35969-0	1
genQ3510	35969-1	1
genQ3511	35969-2	1
genQ3512	35969-3	1
genQ3513	35969-4	1
genQ3514	35970-0	1
genQ3515	35970-1	1
genQ3516	35970-2	1
genQ3517	35970-3	1
genQ3518	35970-4	1
genQ3519	35973-0	1
genQ3520	35979-0	1
genQ3521	35979-1	1
genQ3522	35980-0	1
genQ3523	35981-0	1
genQ3524	35982-0	1
genQ3525	35982-1	1
genQ3526	35992-0	1
genQ3527	35992-1	1
genQ3528	35992-2	1
genQ3529	35992-3	1
genQ3530	35992-4	1
genQ3531	35997-0	1
genQ3532	36008-0	1
genQ3533	36008-1	1
genQ3534	36008-2	1
genQ3535	36008-3	1
genQ3536	36008-4	1
genQ3537	36008-5	1
genQ3538	36008-6	1
genQ3539	36015-0	1
genQ3540	36015-1	1
genQ3541	36018-0	1
genQ3542	36018-1	1
genQ3543	36019-0	1
genQ3544	36019-1	1
genQ3545	36019-2	1
genQ3546	36019-3	1
genQ3547	36029-0	1
genQ3548	36029-1	1
genQ3549	36029-2	1
genQ3550	36029-3	1
genQ3551	36030-0	1
genQ3552	36030-1	1
genQ3553	36032-0	1
genQ3554	36032-1	1
genQ3555	36033-0	1
genQ3556	36033-1	1
genQ3557	36033-2	1
genQ3558	36034-0	1
genQ3559	36034-1	1
genQ3560	36035-0	1
genQ3561	36036-0	1
genQ3562	36036-1	1
genQ3563	36037-0	1
genQ3564	36037-1	1
genQ3565	36038-0	1
genQ3566	36039-0	1
genQ3567	36040-0	1
genQ3568	36041-0	1
genQ3569	36042-0	1
genQ3570	36043-0	1
genQ3571	36044-0	1
genQ3572	36045-0	1
genQ3573	36046-0	1
genQ3574	36047-0	1
genQ3575	36048-0	1
genQ3576	36049-0	1
genQ3577	36050-0	1
genQ3578	36051-0	1
genQ3579	36052-0	1
genQ3580	36054-0	1
genQ3581	36055-0	1
genQ3582	36055-1	1
genQ3583	36055-2	1
genQ3584	36057-0	1
genQ3585	36057-1	1
genQ3586	36058-0	1
genQ3587	36058-1	1
genQ3588	36079-0	1
genQ3589	36082-0	1
genQ3590	36084-0	1
genQ3591	36084-1	1
genQ3592	36085-0	1
genQ3593	36085-1	1
genQ3594	36085-2	1
genQ3595	36085-3	1
genQ3596	36086-0	1
genQ3597	36086-1	1
genQ3598	36086-2	1
genQ3599	36095-0	1
genQ3600	36095-1	1
genQ3601	36096-0	1
genQ3602	36096-1	1
genQ3603	36096-2	1
genQ3604	36117-0	1
