id,passage
18180-7,"[Zauberstabkunde] [Andere Beispiele] Weitere Eigenschaften der Zauberstäbe können auch Aspekte ihrer Besitzer aufzeigen. Zum Beispiel beschrieb Ollivander Bellatrix Lestranges Zauberstab als ""unnachgiebig"", Peter Pettigrews Zauberstab als ""spröde"" und Draco Malfoys Zauberstab als ""ziemlich federnd"". Ein weiteres Beispiel ist die Länge des Stabs; Rubeus Hagrids Zauberstab ist einer der längsten notierten Zauberstäbe mit 16"". Das hängt zusammen mit seinem Halbriesenblut und Dolores Umbridges Zauberstab ist besonders kurz, so wurde auch sie beschrieben."
18180-8,"[Zauberstabkunde] [Andere Beispiele] Bestimmte Zauberstäbe können auch Geschicklichkeit in einer bestimmten magischen Disziplin voraussetzen. Zum Beispiel war der Zauberstab von James Potter besonders gut für Verwandlung Dies kann mit den verschiedenen Flexibilitäten des Zauberstabes zusammenhängen, um die unterschiedlichen Bewegungen zu unterstützen."
18180-9,"[Zauberstabkunde] [Zauberstabhandwerk] Durch Zauberstabkunde lernt ein zukünftiger Zauberstabmacher die uralten Geheimnisse der Herstellung eines Zauberstabs, mit jeweils drei Komponenten:"
18180-10,"[Zauberstabkunde] [Zauberstabholz] Bowtruckles, Baum-Wächter, entscheiden sich, in Zauberstab-Bäumen zu leben, deren Holz von guter Zauberstabqualität ist - Zauberstabholz. Daher kann davon ausgegangen werden, dass man nicht einfach in einen Wald gehen kann, einen Zweig nehmen kann um einen Zauberstab daraus herzustellen. Zauberstabholz kann bereits magisch sein oder die einzige Holzart sein, die stark genug ist, um die Macht der Magie in seinem Inneren auszuhalten."
18180-11,"[Zauberstabkunde] [Magische Kerne] Zauberstäbe enthalten magische Kerne, möglicherweise magisch eingefügt, sobald der Zauberstab geschnitzt wurde. Diese magischen Kerne erhöhen die Zauberstabmagie oder geben dem Zauberstabholz magische Fähigkeiten. Die einzigen Kerne, die in der Lage sind, Magie zu erzeugen, stammen von magischen Arten. Mr. Ollivander entschied sich, nur mit Phönixfedern, Einhornhaaren und Drachenherzfasern zu arbeiten, welche die mächtigsten und besten der magischen Kerne sein können, da Ollivanders Zauberstäbe als die besten gelobt werden. Andere Materialien, wie beispielsweise Veela-Haare oder auch Thestralhaare, werden von anderen Zauberstabmachern auch verwendet."
18180-12,"[Zauberstabkunde] [Zauberstablänge] Alle Zauberstäbe haben ihre individuellen Längen und können auch eine gewisse Korrelation zwischen der Größe einer Person und der Länge ihres Zauberstabs sein. Rubeus Hagrid, der Halbriese ist, ist im Besitz eines der als am längsten bekannten Zauberstäbe; er war sechzehn Zoll lang und aus Eichenholz. Er wurde in zwei Hälften geteilt, nachdem er für die Öffnung der Kammer des Schreckens verantwortlich gemacht wurde. Der kürzeste bekannte Zauberstab gehörte einst Dolores Umbridge, die als plump und krötenartig beschrieben wird. Ihr ""ungewöhnlich kurzer Stummelzauberstab"" wurde im Verbotenen Wald von einem Zentaurenhuf in zwei Hälften zerbrochen."
18180-13,"[Zauberstabkunde] [Zauberstablänge] Gemäß Garrick Ollivander ist die Zuordnung eines Zauberstabs zu einem Zauberer ausschließlich von der Größe her ein grobes Maß. Lange Stäbe neigen dazu, diejenigen mit großen Persönlichkeiten, einem weit ausladenden und dramatischen Stil der Magie zu bevorzugen. Knapper bemessene Zauberstäbe bevorzugen elegantere und raffinierte Zauberspruchbeschwörungen. Besonders kurze Zauberstäbe werden Zauberer, deren Charakter Mängel aufweist, wählen."
18180-14,"[Zauberstabkunde] [Biegsamkeit] In der Regel werden Zauberstäbe nur in Bezug auf den Quellbaum, dessen Kern und seine Länge beschrieben. Jedoch ist gelegentlich die Festigkeit des Zauberstabholzes ebenfalls beschrieben worden. Zum Beispiel bei der Überprüfung der Zauberstäbe von Harry Potter, Bellatrix Lestrange, Draco Malfoy und Rubeus Hagrid beschrieb Garrick Ollivander sie als ""handlich und geschmeidig"", ""unnachgiebig"", ""ziemlich federnd"" und ""spröde"". Steifheit oder Biegsamkeit eines Zauberstabs kennzeichnet die Bereitschaft zur Veränderung und den Grad der Anpassung des Zauberstab-und-Besitzer-Paars."
18180-15,"[Zauberstabkunde] [Die Herstellung des Elderstabs] Die Schaffung des Heiligtum des Todes Elderstab ist höchst ungewöhnlich. In dem Buch ""Die Märchen von Beedle dem Barden"" gibt es die Legende von den Heiligtümern des Todes, genannt ""Das Märchen von den drei Brüdern"". In der Geschichte wird der Tod vom ältesten der Peverell-Brüder um einen Zauberstab gebeten, mit dem man Duelle gewinnen kann. Tod nähert sich einem Holunderbaum, bricht einen Zweig und erschafft den Elderstab."
18180-16,"[Zauberstabkunde] [Die Herstellung des Elderstabs] Es wird nicht gesagt, ob dieser Baum Zauberstabholz trug und ebenso wurde die Natur des Kerns nie in der ursprünglichen Geschichte offenbart. Jedoch glauben Albus Dumbledore und viele andere, die nach den Heiligtümern des Todes gejagt haben, dass er tatsächlich von Antioch Peverell selbst hergestellt wurde anstatt durch Tod. Der Zauberstab ist dafür bekannt, dass er aus Elder (Holunder) gemacht wurde mit einem Kern aus Thestralhaaren, beides Materialien, die starke kulturelle Konnotationen mit dem Tod aufweisen."
18180-17,"[Zauberstabkunde] [Zauberstabtod und Verwelken] Das ""Verwelken"" eines Zauberstab tritt ein, wenn der Zauberstab alle Magie ausstößt und seinen weiteren magischen Gebrauch verweigert. Dieses Phänomen ist nur bei Haselstäben bekannt, die ihrem Besitzer oft so zugetan sind, das nach dem Tod ihrer Besitzer diese Zauberstäbe all ihre Magie in dieser Weise verlieren. Dies ist durch den Austausch des Zauberstabkerns heilbar, es sei denn, der Kern war ursprünglich aus Einhornhaar, in dem Fall gibt es keine Hoffnung und der Zauberstab ist tatsächlich ""gestorben"" im Gegensatz zu einfach verwelkt."
18180-18,"[Zauberstabkunde] [Die hintergründigen Gesetzmäßigkeiten von Zauberstäben] Zauberstäbe besitzen eine Kraft der Magie, die ihre eigenen Grenzen hat, über die keiner hinausgehen kann. Dies ist vergleichbar mit Newtons Bewegungsgesetzen und andere Kräften und ist bekannt als die hintergründigen Gesetzmäßigkeiten von Zauberstäben."
18180-19,"[Zauberstabkunde] [Die Grundgesetze] Mr. Ollivander sagt, dass ein Zauberstab den Zauberer wählt. Es ist nicht klar, warum, aber bestimmte Zauberstäbe scheinen eine natürliche Zuneigung für bestimmte Zauberer oder Hexen zu haben; das ist das Grundgesetz. Das zweite besagt, dass die Verbindungen, die zwischen den beiden, Zauberer und Zauberstab, hergestellt werden, komplex sind und mit der Erfahrung wachsen werden, der Zauberstab lernt von dem Zauberer, der Zauberer von dem Zauberstab. Drittens kann ein Zauberer seine Energie durch jeden Zauberstab kanalisieren, ob sein eigener oder ein anderer. Allerdings kommen die ""besten Ergebnisse"" zustande, wo es eine große Zuneigung zwischen einem Zauberer und einem Zauberstab besteht."
18180-20,"[Zauberstabkunde] [Die Grundgesetze] Schließlich kann ein Zauberstab von seinem Meister gewonnen werden, und nur dann wird er seine Treue auf den neuen Meister übertragen. Dies gilt nicht in Fällen von Duellen, bei denen die Entwaffnung oder der Sieg Loyalität des Zauberstabs nicht beeinflusst. Zauberstäbe entwickeln eine Zuneigung zu ihren Besitzern, die sie nicht so schnell aufgeben; auch wenn gewonnen, werden sie oft noch ein gewisses Maß an Treue zu dem ursprünglichen Eigentümer bewahren. Die einzige Ausnahme ist der Elderstab, der ""völlig unsentimental"" ist und nur loyal gegenüber Stärke. Mit anderen Worten, wenn er gewonnen wird, überträgt er seine Treue ganz."
18180-21,"[Zauberstabkunde] [Die Grundgesetze] Wenn man einen Zauberstab nicht gewonnen hat, wird er nicht so gut für seinen neuen Besitzer arbeiten, wie in dem Fall, als Harry Potter gezwungen war, einen Schwarzdorn-Zauberstab zu benutzen und als Hermine Granger gezwungen war, Bellatrix Lestranges Zauberstab zu benutzen, keiner von beiden hatte die Loyalität gewonnen."
18180-22,"[Zauberstabkunde] [Die Grundgesetze] In manchen Familien können Zauberstäbe vererbt werden, wie Neville Longbottom den Zauberstab seines Vaters und Ron Weasley den alten Zauberstab seines Bruders Charlie. Allerdings endete jeder dieser Fälle damit, dass die Zauberstäbe in zwei Hälften zerbrochen wurde, und beide, Neville und Ron, waren erfolgreicher mit der Benutzung anderer Zauberstäbe, daher ist es fraglich, ob man einen Zauberstab, den man gewonnen hat, vollständig beherrschen kann. Dies gilt insbesondere in Nevilles Fall, da seine magische Begabung vor dem Verlust des Zauberstab seines Vaters während der Schlacht in der Mysteriumsabteilung in seinem fünftens Jahr fast nicht existierte, da er mit ihm nur in der Lage war, nützliche Zauber mit enormer Anstrengung und Konzentration aufzurufen."
18180-23,"[Zauberstabkunde] [Die Grundgesetze] Während seines sechsten und siebten Jahres jedoch werden Nevilles magischen Talente mit einem Zauberstab, der ihn gewählt hat, offenbar mächtig. Es kann tatsächlich gewesen sein, dass der Zauberstab seines Vaters seine Talente so sehr unterdrückt hat."
18180-24,"[Zauberstabkunde] [Priori Incantatem] Zwei Zauberstäbe mit Kernen von derselben magischen Kreatur, die als ""Brüder"" bezeichnet werden, können nicht gezwungen werden, gegeneinander zu kämpfen. Sollten zwei solcher Stäbe in dieser Weise gegeneinander benutzt werden, wird eine seltene Verbindung gebildet, genannt ""Priori Incantatem"". Wenn die Verbindung gebildet wird, kämpfen die Zauberstäbe, um eine goldene Kugel in den anderen Zauberstab zu schieben; derjenige, dem es gelingt, die Kugel in den anderen Zauberstab zu schieben, ist der siegreiche Zauberstab. Wegen seiner Seltenheit erfahren die meisten Zauberer nie, dass eine solche Verbindung möglich ist - dies ist das erste Gesetz des ""Priori Incantatem""."
18180-25,"[Zauberstabkunde] [Priori Incantatem] Nachdem zwei Bruderstäbe sich verbinden mit Mitteln des ""Priori Incantatem"", lernen sich beide Zauberstäbe kennen und können aufeinander reagieren ohne Zustimmung des jeweiligen Besitzers oder der siegreiche Zauberstab reagiert nur auf den Verliererzauberstab - das ist das zweite Gesetz des ""Priori Incantatem"" . Auch ist es unter besonderen Bedingungen einem Zauberstab möglich, den Meister seines ""Bruders"" zu erkennen, auch wenn ein anderer Zauberstab verwendet wird. Zum Beispiel hat während der Schlacht der Sieben Potters Harrys Zauberstab Voldemort erkannt und versprühte ""goldene Flammen"" auf ihn, obwohl Voldemort mit Lucius Malfoys Zauberstab zu der Zeit benutzte."
18180-26,"[Zauberstabkunde] [Beschädigte Zauberstäbe] Zauberstäbe, die eine immense Schädigung erlitten haben, können nicht fixiert werden mit all den Mitteln, die die meisten Zauberstabmacher kennen, außer mit Hilfe des Elderstabs, wie zu sehen ist, als Harry Potters Zauberstab zerbrochen war durch einen reflektierten Sprengfluch und Hermine Granger nicht in der Lage war, ihn zu reparieren. Harry reparierte ihn später mit dem Elderstab."
18180-27,"[Zauberstabkunde] [Vollendete Zauberstabmacher] Zwei der am vollendetsten Zauberstabmacher waren Garrick Ollivander und Mykew Gregorowitsch. Ollivander wurde weithin als der beste in Großbritannien angesehen, während Gregorowitsch der beste in seinem Land war, das unbekannt geblieben ist. Ollivander war entführt worden von Todessern wegen Informationen über den Zusammenhang zwischen Harry Potters Zauberstab und Voldemorts Zauberstab, aber später entkam mit Hilfe von Dobby, während Gregorowitsch getötet wurde von Voldemort dafür, dass er ihm nicht sagen wollte, wer der Dieb des Elderstabs war. Ollivander hatte einen Mitarbeiter in Hogsmeade, der erfahren war in der Zauberstabkunde. Es ist nicht bekannt, ob er auch Zauberstäbe hergestellt hat."
18180-28,"[Zauberstabkunde] [Vollendete Zauberstabmacher] Abgesehen davon gab es auch andere weniger bekannte Zauberstabmacher, die in Großbritannien leben und arbeiten, wenn auch nicht mit der gleichen Qualität wie Ollivander, so wie Jimmy Kiddell."
18183-0,[Fred und George Weasleys Zauberstäbe] Fred und George Weasleys Zauberstäbe kann sich beziehen auf:
18184-0,"[Fred Weasleys Zauberstab] Fred Weasley's Zauberstab ist von unbekanntem Holz und unbekanntem Kern und sieht aus wie ein Stock mit einem Tannenzapfen am Ende ; er ist vierzehn Zoll lang. Wie die meisten Zauberer und Hexen in Großbritannien hat er ihn wahrscheinlich von Garrick Ollivander erworben im Alter von elf, bevor er seine Ausbildung an der Hogwartsschule für Hexerei und Zauberei im Jahr 1989 begann."
18184-1,"[Fred Weasleys Zauberstab] Fred benutzte diesen Zauberstab sein Leben lang, eingeschlossen die Schlacht von Hogwarts. Es ist unbekannt, was mit dem Zauberstab passierte, nachdem er getötet wurde. Der Zauberstab wurde wahrscheinlich zusammen mit Fred begraben oder während der Schlacht zerstört."
18185-0,"[George Weasleys Zauberstab] George Weasley's Zauberstab ist von unbekannter Länge, unbekanntem Holz und unbekanntem Kern. Dieser Zauberstab sieht aus wie ein Besen . Wie die meisten Zauberer und Hexen in Großbritannien hat er ihn wahrscheinlich von Garrick Ollivander erworben im Alter von elf, bevor er seine Ausbildung an der Hogwartsschule für Hexerei und Zauberei im Jahr 1989 begann."
18185-1,"[George Weasleys Zauberstab] George benutzte diesen Zauberstab während der Schlacht von Hogwarts. Zusammen mit Lee Jordan war George fähig, mit Yaxley zu duellieren und ihn zu besiegen."
18196-0,"[Weißdorn und Drachenherzfaser-Zauberstab] Dieser Zauberstab war zehn und einhalb Zoll lang, hergestellt aus dem Holz eines Weißdorns mit einer Drachenherzfaser als Kern und war ""federnd"". Er wurde erschaffen von Garrick Ollivander irgendwann vor dem 31. Juli 1991. Er bot ihn Harry Potter an, als er seinen ersten Zauberstab aussuchte, aber der Zauberstab und der Zauberer waren nicht kompatibel."
18219-0,"[Zauberstab-Attrappe] Zauberstab-Attrappen bestehen aus einem Streifen Holz ohne magische Eigenschaften. Im Vorgriff auf einen Aufruhr beschlagnahmte das Zaubereiministerium Zauberstäbe der Fans von Holyhead Harpies und Eintracht Pfützensee vor den Toren vor dem Spiel. Doch die meisten der Fans überreichten nur Zauberstab-Attrappen. Irgendwann nach Lord Voldemorts Rückkehr an die Öffentlichkeit bekannten sich zwei Todesser schuldig, mit Zauberstab-Attrappen zu handeln."
18221-0,"[Juxzauberstab] Juxzauberstäbe sind Scherzartikel, die von Fred und George Weasley hergestellt und in ihrem Laden, Weasleys Zauberhafte Zauberscherze, verkauft wurden. Diese Zauberstäbe scheinen in jeder Hinsicht normal zu sein, aber wenn sie für einen Zauberspruch benutzt werden, verwandeln sie sich in zufällige Objekte (z. B. Gummihühner). Teurere Modelle schlagen dem Benutzer auf Kopf und Nacken."
18221-1,"[Juxzauberstab] Mrs. Weasley war sehr frustriert, als sie einen davon hochnahm, obwohl sie sie aus dem Haus verbannt hatte. Nach Aussage von Ludo Bagman fand er sie sehr amüsant und bot an, fünf Galleonen für einen zu bezahlen auf der Quidditch-Weltmeisterschaft."
18221-2,"[Juxzauberstab] Kurz bevor Professor McGonagall den Weihnachtsball ankündigte, hatten Harry Potter und Ron Weasley einen Schwertkampf mit einem Paar von diesen im Verwandlungsunterricht. Rons verwandelte sich in einen Zinnpapagei, während Harrys ein Gummischellfisch wurde."
18227-0,"[Walnuss und Einhornhaar-Zauberstab] Dieser Zauberstab war neun und einhalb Zoll lang, hergestellt aus dem Holz eines Walnussbaums mit einem Einhornhaar als Kern. Er wurde erschaffen von Garrick Ollivander irgendwann vor dem 31. Juli 1991, der ihn als ""guten, starken Zauberstab"" bezeichnete. Er bot ihn Harry Potter an, als er seinen ersten Zauberstab aussuchte, aber der Zauberstab und der Zauberer waren nicht kompatibel."
18228-0,"[Zauberstab im Fenster von Ollivanders Zauberstabladen] Dieser Zauberstab wurde in das Fenster von Ollivanders Zauberstabladen platziert. Er wurde hergestellt aus unbekannten Holz- und Kernmaterialien und von unbekannter Länge. Es ist auch möglich, dass es ein Plastikmodell war. Er war offensichtlich ein sehr beliebter oder schön gemachter Zauberstab, da er im Schaufenster von Ollivanders Zauberstabladen ausgestellt war."
18230-0,"[Lavender Browns Zauberstab] Der Zauberstab von Lavender Brown war von unbekannter Länge, aus unbekanntem Holz- und einem unbekannten Kernmaterial."
18230-1,"[Lavender Browns Zauberstab] [Geschichte] Wie die meisten Hexen und Zauberer in Großbritannien erwarb sie ihren Zauberstab wahrscheinlich im Alter von elf Jahren in Ollivanders Zauberstabladen, bevor sie 1991 ihre Ausbildung an der Hogwartsschule für Hexerei und Zauberei begann. [Geschichte] Es ist unbekannt, was mit dem Zauberstab nach Lavenders Tod in der Schlacht von Hogwarts geschah."
18239-0,"[Eibe und Einhornhaar-Zauberstab] Dieser Zauberstab war acht und dreiviertel Zoll lang, hergestellt aus Eibenholz mit einem Einhornhaarkern. Er wurde erschaffen von Garrick Ollivander irgendwann vor dem 31. Juli 1991. Er bot ihn Harry Potter an, als er seinen ersten Zauberstab aussuchte, aber die beiden waren nicht kompatibel."
18248-0,"[Selbstzaubernder Zauberstab] Der Selbstzaubernde Zauberstab war ein hypothetischer Zauberstab mit der Fähigkeit, Zauber aus eigener Kraft hervorzubringen. Es gab Forschungen bezüglich des Themas der selbstzaubernden Zauberstäbe in den frühen 1990ern und ""Der Tagesprophet"" fuhr fort, ""neue Fortschritte"" auf diesem Gebiet im September dieses Jahres zu berichten. Arthur Weasley machte jedoch eine Unter-der-Hand-Bemerkung über sie in einem Gespräch mit seiner Frau Molly, um den Ernst der Lage in Bezug auf Sirius Blacks Entkommen aus Askaban zu erklären, die so klang, als ob es unwahrscheinlich wäre, dass sie jemals erschaffen würden."
18299-0,"[Ansturm auf das Viadukt] Der Ansturm auf das Viadukt war einer der ersten Konflikte der Schlacht von Hogwarts. Kurz nachdem es Lord Voldemort und seinen Todessern am 2. Mai 1998 um Mitternacht gelungen war, die Schutzzauber um Schloss Hogwarts zu zerbrechen, gelangten die Todesser und Riesen über das Viadukt in die Burg, wo verzauberte Rüstungen stationiert waren. Die Todesser wurden nur kurz aufgehalten und schafften es, sich ihren Weg über das Viadukt in den Viadukt-Hof zu bahnen."
18299-1,"[Ansturm auf das Viadukt] [Hintergrund] Nach Lord Voldemorts Ultimatum, ihm Harry Potter zu geben, der auf der Burg war, begannen die Abwehrkräfte von Hogwarts mit der Organisation ihrer Verteidigung und bereiteten sich selbst auf den Kampf vor. Professor McGonagall verzauberte die Schulrüstungen und schickte sie an die Schulgrenzen."
18299-2,"[Ansturm auf das Viadukt] [Hintergrund] Sie taten es und gingen in das Viadukt, wo sie sich in Defensivformation aufstellten und auf den Angriff der Todesser warteten."
18299-3,"[Ansturm auf das Viadukt] [Der Konflikt] Um Mitternacht begannen die Todesser den Angriff auf Lord Voldemorts Geheiß, effektiv die Schutzzauber rund um die Schule zerbrechend. Als die Riesen sich ihren Weg über das Viadukt in den Viadukt-Hof bahnten, gerieten sie unter das Feuer der Todesserflüche, es explodierte viel vom Kreuzgang. Die Rüstungen rangen gegen die Riesen auf dem Viadukt und gelangten bis zum ersten Stock, aber auch sie gerieten unter Todesserfeuer."
18299-4,"[Ansturm auf das Viadukt] [Nachwirkungen] Dieser Angriff endete gut für die Todesser, die nur außerhalb der Burg vorankamen und von der Schularmee die Rüstungen zerstörten. Die Hogwarts-Verteidiger wurden von der Plötzlichkeit und Intensität dieses ersten Angriffs überwältigt. Allerdings sollte beachtet werden, dass viele Riesen und Todesser von den Statuen getötet werden."
18300-0,"[Unbekannter Riese in der Schlacht von Hogwarts (I)] Dieses Individuum war ein Riese und kämpfte in der Schlacht von Hogwarts für Lord Voldemort. Er zerstörte die Rüstungen mit einem der Quidditch-Torringe. Er ist einer von zwei Riesen, die an der Hof-Apokalypse teilnahmen, in welcher er Harry Potter, Ronald Weasley und Hermine Granger sieht und hinter ihnen herjagt. Als er dabei ist, sie mit dem Torring zu schlagen, verstecken sie sich hinter einer der Glocken des Glockenturms und der Riese trifft die Glocke und verliert das Interesse an ihnen. Allerdings bekam er später wieder Lust, sie zu jagen, als sie an ihmm vorbeirannten. Dabei zerstörte er eine Ecke des Hofes."
18304-0,"[Unbekannter Riese in der Schlacht von Hogwarts (II)] Dieses Individuum war ein Riese, der in der Schlacht von Hogwarts am 1. Mai 1998 für Lord Voldemort kämpfte. Als er zum Kampf dazustieß, wurde er allerdings von Wurzeln aus dem Boden von Hogwarts geschnappt, die ihn am Boden hielten und versuchten, ihn zu erwürgen. Allerdings schaffte er es, freizukommen und wurde später im Viadukt-Hof gesehen, kämpfend in der Hof-Apokalypse. Er wurde während der Schlacht getötet."
18320-0,"[Hortensia Milliphutt] Ministerin Hortensia Milliphutt war eine Hexe, die, von 1841 bis 1849, als Zaubereiministerin des Zaubereiministeriums amtierte. Sie besaß die Auszeichnung, die Ministerin zu sein, die die meisten Gesetze während ihrer Amtszeit erlassen hatte. Ein Großteil dieser neuen Gesetze war nützlich, aber ihr politischer Untergang begann, als sie begann, Verordnungen zur maximalen Spitzheit von Hüten und andere ermüdende Gesetze zu erlassen."
18329-0,[Alecto Carrows Zauberstab] Dieser Zauberstab gehörte Alecto Carrow und bestand aus unbekanntem Holz- und Kernmaterial und hatte eine unbekannte Länge.
18330-0,"[Mary Cattermoles Zauberstab] Der Zauberstab von Mary Cattermole war 8¾"" lang und bestand aus dem Holz eines Kirschbaums mit einem Einhornhaar als Kern. Sie erwarb ihn in Ollivanders Zauberstabladen in der Winkelgasse, als sie elf Jahre alt war."
18330-1,"[Mary Cattermoles Zauberstab] Im Jahr 1997, nachdem Lord Voldemort das Zaubereiministerium übernommen hatte, wurde die Registrierungskommission für Muggelgeborene erschaffen, um Muggelstämmige strafrechtlich zu verfolgen wegen angeblichen Diebstahls von Zauberstäben von ""echten"" Zauberern und Hexen. Mary war ein solch unschuldiges Opfer, das verhört wurde durch die Leiterin der Kommission, Dolores Umbridge, und den Todesser Yaxley. Sie klagten sie an, ihren Zauberstab gestohlen zu haben. Die Verhandlung wurde bald unterbrochen durch Harry Potter und Hermine Granger, die Mary und die anderen muggelgeborenen Gefangenen befreiten zusammen mit Ron Weasley und sie ermutigten, aus dem Land zu fliehen. Es ist unbekannt, ob sie jemals ihren Zauberstab nach dem Krieg wiedererhielt."
18331-0,"[Cho Changs Zauberstab] Der Zauberstab von Cho Chang ist von unbekannter Länge, aus unbekanntem Holz und einem unbekannten Kernmaterial."
18331-1,"[Cho Changs Zauberstab] [Geschichte] Wie viele Hexen und Zauberer in Großbritannien erwarb sie ihren Zauberstab wahrscheinlich im Alter von elf in Ollivanders Zauberstabladen, bevor sie ihre Ausbildung an der Hogwartsschule für Hexerei und Zauberei im Jahr 1990 begann."
18331-2,"[Cho Changs Zauberstab] [Geschichte] Sie führte eine Vielzahl von mächtiger Magie mit dem Zauberstab aus, von Zauberkunst bis Verteidigung. Während ihrer Ausbildung mit Dumbledores Armee lernte Cho auch, einen komplett gestaltlichen Patronus hervorzurufen, ein Kunststück, das Remus Lupin als sehr beeindruckend für junge Zauberer zu produzieren erwähnte."
18333-0,"[Fleur Delacours Zauberstab] Der Zauberstab von Fleur Delacour ist 9½"" lang und besteht aus Rosenholz mit einem Veela-Haar als Kern."
18333-1,"[Fleur Delacours Zauberstab] [Geschichte] Das Haar wurde gespendet von Fleurs Großmutter. Als der Zauberstab geeicht wurde von Mr. Ollivander während des Trimagischen Turniers, in welchem Fleur der Champion für Beauxbatons war, beschrieb er ihn als ""unbiegsam""."
18335-0,"[Cedric Diggorys Zauberstab] Der Zauberstab von Cedric Diggory war 12¼"" lang. Er wurde hergestellt aus dem Holz einer Esche und einem Kern, bestehend aus einem Haar aus dem Schwanz eines Einhorns."
18335-1,"[Cedric Diggorys Zauberstab] [Geschichte] Er wurde hergestellt von Garrick Ollivander, der ihn als ""ganz hübsch federnd"" beschrieb während der Zauberstabeichungszermonie des Trimagischen Turniers. Ollivander sagte, dass das Haar in dem Zauberstab ""von einem besonders gut ge-"
18335-2,"[Cedric Diggorys Zauberstab] [Geschichte] wachsenen männlichen Einhorn"" abstammt, das siebzehn Handbreit groß war und Ollivander mit seinem Horn fast noch aufgespießt hätte, nachdem er ein Haar aus seinem Schwanz gezupft hatte. Cedric behandelte seinen Zauberstab gut und polierte ihn regelmäßig Er wurde zuletzt in Cedrics Hand gesehen auf seiner Brust, als Harry Potter Cedrics Körper zurückbrachte nach Hogwarts."
18337-0,"[Eldritch Diggorys Zauberstab] Dieser Zauberstab gehörte dem früheren Zaubereiminister Eldritch Diggory. Er wurde erworben in Ollivanders Zauberstabladen, wahrscheinlich, als Diggory 11 Jahre alt war. Er bestand aus dem Holz einer Pappel und Garrick Ollivander beschrieb ihn als ""edel"". Die Existenz dieses Zauberstabs und seines Besitzers wurde als Beweis angesehen gegen den Mythos, dass Pappelstäbe niemals Politiker wählen."
18349-0,"[Gefecht in der Heulenden Hütte] Das Gefecht in der Heulenden Hütte findet statt in der Heulenden Hütte am Abend des 6. Juni 1994. Sirius Black lockte Harry Potter, Ron Weasley und Hermine Granger in die Hütte, um Peter Pettigrew in seine Hände zu bekommen."
18349-1,"[Gefecht in der Heulenden Hütte] Pettigrew hatte die letzten zwölf Jahre damit verbracht, sich als Rons Hausratte Krätze zu verstecken, während Sirius die Zeit in Askaban verbracht hatte. In der Hütte wurden sie von Remus Lupin und Severus Snape unterbrochen, aber Harry, Ron und Hermine lernten, dass Sirius Black, der Gefangene von Askaban, eigentlich unschuldig und kein Todesser war, keine Informationen an Lord Voldemort gegeben hatte, unschuldig war an der Ermordung der 12 Muggel und nicht den Tod von Lily und James Potter verursacht hatte. Peter Pettigrew wurde als Schuldigen entlarvt."
18349-2,"[Gefecht in der Heulenden Hütte] [Hintergrundinformationen] Im Sommer 1993 floh der berüchtigtste Gefangene in Askaban, Sirius Black. Viele dachten, er sei Lord Voldemorts zweiter Mann und dass er nachweisbar verrückt war. Bevor er flüchtete, war er gehört worden, wie er mehrmals im Schlaf sagte: ""Er ist in Hogwarts"". Das Ministerium nahm an, dass Harry Potter Blacks beabsichtigte Ziel war aus verschiedenen Gründen, zu denen auch das nächtliche Gemurmel Blacks gehörte, seinen vermeintlichen Glauben, dass das Töten von Harry den Dunklen Lord zurückbringen würde, und die einfache Tatsache, dass Harry seinen Patensohn war. In einem Versuch, Harry zu beschützen, ordnete der Zaubereiminister Cornelius Fudge an, dass die Dementoren von Askaban Hogwarts schützen sollten. Niemand wusste, dass Blacks tatsächliches Ziel Peter Pettigrew war, der sich zu der Zeit versteckte als Ronald Weasley's Hausratte Krätze."
18349-3,"[Gefecht in der Heulenden Hütte] [Besuch bei Hagrid] Am späten Nachmittag des 6. Juni schlüpften Harry, Ron und Hermine Granger aus der Hogwartsschule für Hexerei und Zauberei, um Rubeus Hagrid zu trösten, weil sein Hippogreif , Seidenschnabel, kurze davorstand, zu Unrecht getötet zu werden. Während sie in Hagrids Hütte warem, entdeckte Hermine Krätze, Rons Hausratte, von der sie gedacht hatten, sie sei tot. Als das Trio bemerkte, dass Dumbledore auf dem Weg war mit einem Mitglied des Ausschusses für die Beseitigung gefährlicher Geschöpfe und dem Scharfrichter, waren sie gezwungen, Hagrid zu verlassen, wenn auch nicht, ohne noch einmal zu versuchen, um Hagrid zu überzeugen, dass es ihnen erlaubt sein sollte, ihre Seite der Geschichte zu erzählen."
18349-4,"[Gefecht in der Heulenden Hütte] [Angriff der Peitschenden Weide] Als sie zurückgingen zum Schloss, versuchte Krätze weiterhin, Rons Griff zu entkommen. Als er, Hermine und Harry die Exekution von weitem zu hören glaubten, wand sich Krätze endlich frei von Ron Da er sein Haustier nicht ein zweites Mal verlieren wollte, rannte Ron ihm nach. Harry und Hermine folgten ihm und ließen den Unsichtbarkeitsumhang hinter ihnen fliegen. Im Schatten der Peitschenden Weide holte Ron Krätze ein, aber als er die Hand ausstreckte, um ihn zu greifen, packte ein großer schwarzer Hund Ron. Nachdem er Rons Knöchel gebrochen hatte, schleppte der Hund ihn und die Ratte durch den Tunnel unter der Peitschenden Weide."
